sr no,date,start.time,end.time,transect,species,count,source,centroid.lat,centroid.long,management.regime,total.visits,distance.from.village,length,minimum.elevation,average.elevation,maximum.elevation
1709,01/08/2024,07:13,08:17,2,Eyebrowed Thrush,9,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1710,01/08/2024,07:13,08:17,2,Grey Sibia,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1711,02/11/2024,07:01,08:14,2,Ashy Drongo,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1712,02/11/2024,07:01,08:14,2,Rufous-crowned Prinia,3,S+H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1713,02/11/2024,07:01,08:14,2,Great Barbet,2,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1714,02/11/2024,07:01,08:14,2,Whiskered Yuhina,7,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1715,02/11/2024,07:01,08:14,2,Mrs. Gould's Sunbird,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1716,02/11/2024,07:01,08:14,2,Himalayan Black Bulbul,6,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1717,02/11/2024,07:01,08:14,2,Grey Sibia,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1718,02/11/2024,07:01,08:14,2,Silver-eared Mesia,8,S+H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1719,02/11/2024,07:01,08:14,2,Golden-throated Barbet,2,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1720,02/11/2024,07:01,08:14,2,Flavescent Bulbul,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1721,02/11/2024,07:01,08:14,2,Red-vented Bulbul,5,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1722,02/11/2024,07:01,08:14,2,Mountain Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1723,02/11/2024,07:01,08:14,2,Nepal Fulvetta,6,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1724,02/11/2024,07:01,08:14,2,Grey Bushchat,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1725,02/12/2024,07:16,08:18,2,Red-vented Bulbul,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1726,02/12/2024,07:16,08:18,2,Rufous-crowned Prinia,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1727,02/12/2024,07:16,08:18,2,Flavescent Bulbul,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1728,02/12/2024,07:16,08:18,2,Great Barbet,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1729,02/12/2024,07:16,08:18,2,Mrs. Gould's Sunbird,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1730,02/12/2024,07:16,08:18,2,Whiskered Yuhina,6,S+H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1731,02/12/2024,07:16,08:18,2,Crested Finchbill,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1732,02/12/2024,07:16,08:18,2,Silver-eared Mesia,7,S+H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1733,02/12/2024,07:16,08:18,2,Himalayan Black Bulbul,9,S+H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1734,02/12/2024,07:16,08:18,2,Rusty-capped Fulvetta,5,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1735,02/12/2024,07:16,08:18,2,Ashy Bulbul,4,S+H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1736,02/12/2024,07:16,08:18,2,Mountain Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1737,02/12/2024,07:16,08:18,2,Grey Sibia,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1738,02/12/2024,07:16,08:18,2,Himalayan Bluetail,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1739,03/19/2024,07:04,08:17,2,Crested Finchbill,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1740,03/19/2024,07:04,08:17,2,Striated Prinia,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1741,03/19/2024,07:04,08:17,2,Grey-headed Canary-Flycatcher,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1742,03/19/2024,07:04,08:17,2,Flavescent Bulbul,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1743,03/19/2024,07:04,08:17,2,Golden-throated Barbet,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1744,03/19/2024,07:04,08:17,2,Great Barbet,4,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1745,03/19/2024,07:04,08:17,2,Yellow-bellied Fantail,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1746,03/19/2024,07:04,08:17,2,Black-throated Tit,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1747,03/19/2024,07:04,08:17,2,Blue-winged Laughingthrush,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1748,03/19/2024,07:04,08:17,2,Hill Partridge,4,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1749,03/20/2024,07:06,08:22,2,Great Barbet,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1750,03/20/2024,07:06,08:22,2,Rufous Woodpecker,1,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1751,03/20/2024,07:06,08:22,2,Yellow-bellied Fantail,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1752,03/20/2024,07:06,08:22,2,Barn Swallow,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1753,03/20/2024,07:06,08:22,2,Striated Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1754,03/20/2024,07:06,08:22,2,Rusty-fronted Barwing,6,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1755,03/20/2024,07:06,08:22,2,Stripe-throated Yuhina,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1756,03/20/2024,07:06,08:22,2,Grey-winged Blackbird,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1757,03/20/2024,07:06,08:22,2,Plaintive Cuckoo,26,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1758,04/06/2024,07:03,08:56,2,Hill Partridge,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1759,04/06/2024,07:03,08:56,2,Mountain Bamboo-Partridge,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1760,04/06/2024,07:03,08:56,2,Himalayan Cuckoo,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1761,04/06/2024,07:03,08:56,2,Eurasian Hoopoe,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1762,04/06/2024,07:03,08:56,2,Great Barbet,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1763,04/06/2024,07:03,08:56,2,Grey Treepie,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1764,04/06/2024,07:03,08:56,2,Long-tailed Broadbill,6,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1765,04/06/2024,07:03,08:56,2,Spotted Forktail,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1766,04/06/2024,07:03,08:56,2,Yellow-bellied Fantail,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1767,04/06/2024,07:03,08:56,2,Long-tailed Minivet,7,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1768,04/06/2024,07:03,08:56,2,Flavescent Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1769,04/06/2024,07:03,08:56,2,Himalayan Black Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1770,04/06/2024,07:03,08:56,2,Mountain Bulbul,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1771,04/06/2024,07:03,08:56,2,Grey Sibia,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1772,04/06/2024,07:03,08:56,2,Blue-winged Minla,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1773,04/07/2024,07:02,08:46,2,Silver-eared Mesia,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1774,04/07/2024,07:02,08:46,2,Rufous-fronted Barwing,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1775,04/07/2024,07:02,08:46,2,Red-faced Liocichla,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1776,04/07/2024,07:02,08:46,2,Spot-breasted Parrotbill,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1777,04/07/2024,07:02,08:46,2,Black-throated Tit,7,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1778,04/07/2024,07:02,08:46,2,Green-backed Tit,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1779,04/07/2024,07:02,08:46,2,Whiskered Yuhina,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1780,04/07/2024,07:02,08:46,2,Indian White-eye,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1781,04/07/2024,07:02,08:46,2,Green-tailed Sunbird,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1782,04/07/2024,07:02,08:46,2,Ashy Drongo,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1783,04/07/2024,07:02,08:46,2,Common Cuckoo,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1784,04/07/2024,07:02,08:46,2,Mountain Bamboo-Partridge,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1785,05/04/2024,07:11,08:17,2,Green-backed Tit,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1786,05/04/2024,07:11,08:17,2,Silver-eared Mesia,9,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1787,05/04/2024,07:11,08:17,2,Indian Blue Robin,3,S+H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1788,05/04/2024,07:11,08:17,2,Crested Finchbill,5,S+H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1789,05/04/2024,07:11,08:17,2,Common Cuckoo,1,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1790,05/04/2024,07:11,08:17,2,Grey Bushchat,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1791,05/04/2024,07:11,08:17,2,Great Barbet,3,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1792,05/04/2024,07:11,08:17,2,Grey Sibia,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1793,05/04/2024,07:11,08:17,2,Red-vented Bulbul,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1794,05/04/2024,07:11,08:17,2,Brownish-flanked Bush Warbler,3,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1795,05/04/2024,07:11,08:17,2,Large Hawk-Cuckoo,1,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1796,05/04/2024,07:11,08:17,2,Lesser Cuckoo,1,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1797,05/04/2024,07:11,08:17,2,Flavescent Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1798,05/05/2024,07:15,08:19,2,Great Barbet,3,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1799,05/05/2024,07:15,08:19,2,Whiskered Yuhina,7,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1800,05/05/2024,07:15,08:19,2,Rufous-crowned Prinia,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1801,05/05/2024,07:15,08:19,2,Silver-eared Mesia,8,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1802,05/05/2024,07:15,08:19,2,Red-vented Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1803,05/05/2024,07:15,08:19,2,Mrs. Gould's Sunbird,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1804,05/05/2024,07:15,08:19,2,Golden-throated Barbet,3,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1805,05/05/2024,07:15,08:19,2,Large Hawk-Cuckoo,1,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1806,05/05/2024,07:15,08:19,2,Grey Sibia,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1807,05/05/2024,07:15,08:19,2,Common Cuckoo,2,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1808,05/05/2024,07:15,08:19,2,Indian Blue Robin,2,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1809,05/05/2024,07:15,08:19,2,Crested Finchbill,5,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1810,05/05/2024,07:15,08:19,2,Rufous-throated Partridge,2,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1811,05/05/2024,07:15,08:19,2,Mountain Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1812,06/22/2024,07:08,08:22,2,Great Barbet,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1813,06/22/2024,07:08,08:22,2,Flavescent Bulbul,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1814,06/22/2024,07:08,08:22,2,Beautiful Sibia,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1815,06/22/2024,07:08,08:22,2,Grey Sibia,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1816,06/22/2024,07:08,08:22,2,Maroon Oriole,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1817,06/22/2024,07:08,08:22,2,Ashy Drongo,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1818,06/22/2024,07:08,08:22,2,Himalayan Black Bulbul,6,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1819,06/22/2024,07:08,08:22,2,Mountain Bulbul,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1820,06/22/2024,07:08,08:22,2,Whiskered Yuhina,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1821,06/22/2024,07:08,08:22,2,Mrs. Gould's Sunbird,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1822,06/22/2024,07:08,08:22,2,Yellow-bellied Fantail,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1823,06/23/2024,07:04,08:12,2,Himalayan Cuckoo,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1824,06/23/2024,07:04,08:12,2,Mrs. Gould's Sunbird,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1825,06/23/2024,07:04,08:12,2,Great Barbet,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1826,06/23/2024,07:04,08:12,2,Maroon Oriole,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1827,06/23/2024,07:04,08:12,2,Grey Sibia,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1828,06/23/2024,07:04,08:12,2,Ashy Drongo,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1829,06/23/2024,07:04,08:12,2,Striated Bulbul,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1830,06/23/2024,07:04,08:12,2,Beautiful Sibia,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1831,06/23/2024,07:04,08:12,2,Verditer Flycatcher,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1832,06/23/2024,07:04,08:12,2,Stripe-throated Yuhina,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1833,06/23/2024,07:04,08:12,2,Mountain Imperial-Pigeon,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1834,06/23/2024,07:04,08:12,2,Yellow-bellied Fantail,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1835,07/12/2024,07:00,08:20,2,Stripe-throated Yuhina,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1836,07/12/2024,07:00,08:20,2,Grey Sibia,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1837,07/12/2024,07:00,08:20,2,Mountain Bulbul,2,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1838,07/12/2024,07:00,08:20,2,Crested Finchbill,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1839,07/12/2024,07:00,08:20,2,Ashy Drongo,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1840,07/12/2024,07:00,08:20,2,White-throated Fantail,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1841,07/12/2024,07:00,08:20,2,Maroon Oriole,1,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1842,07/12/2024,07:00,08:20,2,Great Barbet,2,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1843,07/12/2024,07:00,08:20,2,Blue-winged Minla,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1844,07/13/2024,07:10,08:15,2,Grey Sibia,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1845,07/13/2024,07:10,08:15,2,Stripe-throated Yuhina,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1846,07/13/2024,07:10,08:15,2,Mountain Bulbul,2,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1847,07/13/2024,07:10,08:15,2,Crested Finchbill,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1848,07/13/2024,07:10,08:15,2,Ashy Drongo,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1849,07/13/2024,07:10,08:15,2,White-throated Fantail,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1850,07/13/2024,07:10,08:15,2,Maroon Oriole,1,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1851,07/13/2024,07:10,08:15,2,Golden-throated Barbet,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1852,07/13/2024,07:10,08:15,2,Great Barbet,4,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1853,07/13/2024,07:10,08:15,2,Whiskered Yuhina,5,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1854,08/18/2024,07:12,08:24,2,Great Barbet,3,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1855,08/18/2024,07:12,08:24,2,Grey Sibia,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1856,08/18/2024,07:12,08:24,2,Flavescent Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1857,08/18/2024,07:12,08:24,2,Green-backed Tit,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1858,08/18/2024,07:12,08:24,2,Golden-throated Barbet,1,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1859,08/18/2024,07:12,08:24,2,Whiskered Yuhina,6,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1860,08/18/2024,07:12,08:24,2,Mrs. Gould's Sunbird,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1861,08/18/2024,07:12,08:24,2,Rufous-throated Partridge,2,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1862,08/18/2024,07:12,08:24,2,Beautiful Sibia,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1863,08/18/2024,07:12,08:24,2,Silver-eared Mesia,7,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1864,08/18/2024,07:12,08:24,2,Ashy Drongo,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1865,08/18/2024,07:12,08:24,2,Striated Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1866,08/19/2024,07:14,08:27,2,Striated Swallow,4,H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1867,08/19/2024,07:14,08:27,2,Beautiful Sibia,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1868,08/19/2024,07:14,08:27,2,Green-backed Tit,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1869,08/19/2024,07:14,08:27,2,Mrs. Gould's Sunbird,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1870,08/19/2024,07:14,08:27,2,Whiskered Yuhina,7,S+H,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1871,08/19/2024,07:14,08:27,2,Grey Sibia,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1872,08/19/2024,07:14,08:27,2,Silver-eared Mesia,8,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1873,08/19/2024,07:14,08:27,2,Ashy Drongo,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1874,08/19/2024,07:14,08:27,2,Crested Finchbill,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1875,08/19/2024,07:14,08:27,2,Great Barbet,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1876,09/15/2024,07:07,08:27,2,Red-whiskered Bulbul,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1877,09/15/2024,07:07,08:27,2,Ashy Drongo,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1878,09/15/2024,07:07,08:27,2,Great Barbet,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1879,09/15/2024,07:07,08:27,2,Rusty-fronted Barwing,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1880,09/15/2024,07:07,08:27,2,Grey Sibia,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1881,09/15/2024,07:07,08:27,2,Whiskered Yuhina,7,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1882,09/15/2024,07:07,08:27,2,Ashy Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1883,09/15/2024,07:07,08:27,2,Beautiful Sibia,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1884,09/15/2024,07:07,08:27,2,Maroon Oriole,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1885,09/15/2024,07:07,08:27,2,Verditer Flycatcher,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1886,09/19/2024,07:02,08:11,2,Great Barbet,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1887,09/19/2024,07:02,08:11,2,Ashy Drongo,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1888,09/19/2024,07:02,08:11,2,Yellow-bellied Fantail,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1889,09/19/2024,07:02,08:11,2,Rufous-crowned Prinia,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1890,09/19/2024,07:02,08:11,2,Mountain Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1891,09/19/2024,07:02,08:11,2,Crested Finchbill,7,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1892,09/19/2024,07:02,08:11,2,Flavescent Bulbul,5,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1893,09/19/2024,07:02,08:11,2,Grey-hooded Warbler,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1894,09/19/2024,07:02,08:11,2,Grey-bellied Tesia,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1895,09/19/2024,07:02,08:11,2,Whiskered Yuhina,5,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1896,09/19/2024,07:02,08:11,2,Streak-breasted Scimitar-Babbler,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1897,09/19/2024,07:02,08:11,2,Rusty-capped Fulvetta,5,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1898,09/19/2024,07:02,08:11,2,Nepal Fulvetta,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1899,09/19/2024,07:02,08:11,2,Blue-winged Minla,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1900,09/19/2024,07:02,08:11,2,Grey Bushchat,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1901,09/19/2024,07:02,08:11,2,Green-tailed Sunbird,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1902,09/19/2024,07:02,08:11,2,Yellow-breasted Greenfinch,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1903,10/06/2024,07:06,08:37,2,Great Barbet,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1904,10/06/2024,07:06,08:37,2,Grey Bushchat,1,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1905,10/06/2024,07:06,08:37,2,Ashy Drongo,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1906,10/06/2024,07:06,08:37,2,Minivet sp.,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1907,10/06/2024,07:06,08:37,2,Green-tailed Sunbird,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1908,10/06/2024,07:06,08:37,2,Striated Bulbul,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1909,10/06/2024,07:06,08:37,2,Crested Finchbill,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1910,10/06/2024,07:06,08:37,2,Yellow-bellied Fantail,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1911,10/06/2024,07:06,08:37,2,Red-vented Bulbul,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1912,10/13/2024,07:00,08:47,2,Grey Bushchat,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1913,10/13/2024,07:00,08:47,2,Great Barbet,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1914,10/13/2024,07:00,08:47,2,Maroon Oriole,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1915,10/13/2024,07:00,08:47,2,Red-vented Bulbul,4,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1916,10/13/2024,07:00,08:47,2,Crested Finchbill,3,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
1917,10/13/2024,07:00,08:47,2,Minivet sp.,2,S,25.76749,94.96212,hunted,,1309.4041,706,2079,2133,2173
